adm0_name,adm1_name,adm1_namechanged,adm1_code,adm1_pcod3,adm0_code,adm0_pcod3
Guinea-Bissau,Tombali,Tombali,1393,GNB009,NA,NA
Guinea-Bissau,Bafata,Bafata,1385,GNB001,NA,NA
Guinea-Bissau,Cacheu,Cacheu,1388,GNB004,NA,NA
Guinea-Bissau,Oio,Oio,1390,GNB006,NA,NA
Guinea-Bissau,Gabu,Gabu,1389,GNB005,NA,NA
Guinea-Bissau,Bolama/bijagos,Bolama/bijagos,1387,GNB003,NA,NA
Guinea-Bissau,Quinara,Quinara,1391,GNB007,NA,NA
Guinea-Bissau,Biombo,Biombo,1386,GNB002,NA,NA
Guinea-Bissau,Bissau,Bissau,1392,GNB008,NA,NA
